,Type,"City,Town,Ward,Village",Area,Nearest stationFName,Nearest stationFDistance(minute),Layout,Area(m^2),Year of construction,Building structure,Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transaction-price(total)
6175,"Pre-owned Condominiums, etc.",Toshima Ward,Takamatsu,Kanamecho,7,3LDK,70,1991,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,38000000
6176,"Pre-owned Condominiums, etc.",Toshima Ward,Takamatsu,Kanamecho,6,2LDK,50,2010,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Done,46000000
6177,Residential Land(Land Only),Toshima Ward,Takamatsu,Senkawa,11,Unknown,65,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,Unknown,37000000
6178,Residential Land(Land and Building),Toshima Ward,Takamatsu,Senkawa,11,Unknown,60,2013,W,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2014,Unknown,45000000
6179,Residential Land(Land and Building),Toshima Ward,Takamatsu,Senkawa,14,Unknown,65,2013,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,46000000
6180,Residential Land(Land and Building),Toshima Ward,Takamatsu,Senkawa,13,Unknown,85,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,52000000
6181,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Kanamecho,9,1K,15,1988,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,Not yet,5500000
6182,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Kanamecho,5,Unknown,45,1995,RC,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2014,Done,36000000
6183,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Kanamecho,4,2LDK,60,2003,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,Not yet,43000000
6184,Residential Land(Land Only),Toshima Ward,Chihaya,Kanamecho,5,Unknown,55,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Unknown,25000000
6185,Residential Land(Land and Building),Toshima Ward,Chihaya,Kanamecho,6,Unknown,80,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Unknown,58000000
6186,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Kanamecho,2,2LDK,55,2004,SRC,House,Commercial Zone,80.0,500.0,3rd quarter 2014,Not yet,37000000
6187,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Kanamecho,7,1K,20,1999,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Not yet,11000000
6188,Residential Land(Land Only),Toshima Ward,Chihaya,Kanamecho,6,Unknown,75,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,Unknown,46000000
6189,Residential Land(Land Only),Toshima Ward,Chihaya,Kanamecho,11,Unknown,70,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2014,Unknown,42000000
6190,Residential Land(Land Only),Toshima Ward,Chihaya,Kanamecho,6,Unknown,85,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,Unknown,39000000
6191,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Kanamecho,7,1K,20,2002.0,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,Not yet,15000000
6192,Residential Land(Land Only),Toshima Ward,Chihaya,Kanamecho,10,Unknown,160,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,65000000
6193,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,9,Unknown,90,2014,W,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,4th quarter 2014,Unknown,69000000
6194,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,4,Unknown,60,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,Unknown,57000000
6195,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,9,Unknown,100,2007,W,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2014,Unknown,62000000
6196,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,6,Unknown,115,2014,LS,House,Category I Exclusively Low-story Residential Zone,60.0,200.0,3rd quarter 2014,Unknown,97000000
6197,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,6,Unknown,115,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Unknown,88000000
6198,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,5,Unknown,190,1996,RC,"Housing Complex, Office",Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Unknown,120000000
6199,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,9,Unknown,155,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2014,Unknown,75000000
6200,Residential Land(Land Only),Toshima Ward,Chihaya,Senkawa,10,Unknown,30,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2014,Unknown,12000000
6201,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,7,Unknown,100,1993,W,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2014,Unknown,43000000
6202,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Senkawa,8,2LDK,70,2002,RC,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2014,Not yet,43000000
6203,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Senkawa,6,1K,20,2003,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,150.0,3rd quarter 2014,Not yet,14000000
6204,"Pre-owned Condominiums, etc.",Toshima Ward,Chihaya,Senkawa,7,2LDK,45,1994,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Not yet,29000000
6205,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,6,Unknown,85,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,Unknown,57000000
6206,Residential Land(Land Only),Toshima Ward,Chihaya,Senkawa,11,Unknown,75,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2014,Unknown,37000000
6207,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,6,Unknown,190,1996,RC,"Housing Complex, Office",Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,95000000
6208,Residential Land(Land and Building),Toshima Ward,Chihaya,Senkawa,3,Unknown,40,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,42000000
6209,Residential Land(Land Only),Toshima Ward,Chihaya,Higashinagasaki,6,Unknown,100,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,50.0,150.0,3rd quarter 2014,Unknown,51000000
6210,Residential Land(Land Only),Toshima Ward,Nagasaki,Shiinamachi,5,Unknown,85,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,Unknown,45000000
6211,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Shiinamachi,6,1K,15,1993,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,Done,6700000
6212,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Shiinamachi,7,1K,15,1987,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,Unknown,7300000
6213,Residential Land(Land and Building),Toshima Ward,Nagasaki,Shiinamachi,5,Unknown,330,1998,S,"Housing Complex, Shop",Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Unknown,230000000
6214,Residential Land(Land and Building),Toshima Ward,Nagasaki,Shiinamachi,3,Unknown,270,2000,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Unknown,110000000
6215,Residential Land(Land and Building),Toshima Ward,Nagasaki,Shiinamachi,1,Unknown,220,2004,S,"Housing Complex, Shop, Other",Commercial Zone,80.0,400.0,1st quarter 2014,Unknown,250000000
6216,Residential Land(Land and Building),Toshima Ward,Nagasaki,Shiinamachi,3,Unknown,75,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,56000000
6217,Residential Land(Land and Building),Toshima Ward,Nagasaki,Shiinamachi,4,Unknown,75,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,56000000
6218,Residential Land(Land and Building),Toshima Ward,Nagasaki,Shiinamachi,7,Unknown,110,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2014,Unknown,37000000
6219,Residential Land(Land and Building),Toshima Ward,Nagasaki,Shiinamachi,6,Unknown,35,1976,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,20000000
6220,Residential Land(Land and Building),Toshima Ward,Nagasaki,Shiinamachi,6,Unknown,55,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,46000000
6221,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Shiinamachi,7,3LDK,70,2002,SRC,House,Commercial Zone,80.0,400.0,1st quarter 2014,Unknown,39000000
6222,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Senkawa,7,2LDK,55,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2014,Not yet,43000000
6223,Residential Land(Land and Building),Toshima Ward,Nagasaki,Higashinagasaki,6,Unknown,45,1982,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,4th quarter 2014,Unknown,25000000
6224,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,2,Unknown,40,1971,SRC,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2014,Done,21000000
6225,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,8,1R,10,1986,RC,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2014,Not yet,4800000
6226,Residential Land(Land Only),Toshima Ward,Nagasaki,Higashinagasaki,4,Unknown,165,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,3rd quarter 2014,Unknown,96000000
6227,Residential Land(Land and Building),Toshima Ward,Nagasaki,Higashinagasaki,9,Unknown,60,2014,W,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,3rd quarter 2014,Unknown,56000000
6228,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,8,2LDK,55,1971,RC,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2014,Done,26000000
6229,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,8,Unknown,25,1986,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2014,Not yet,8800000
6230,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,8,Unknown,25,1986,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2014,Not yet,8700000
6231,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,8,2K,25,1986,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2014,Not yet,9100000
6232,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,8,2K,25,1986,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2014,Not yet,8900000
6233,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,8,1K,10,1986,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2014,Unknown,9000000
6234,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,2,1LDK,40,1971,SRC,House,Neighborhood Commercial Zone,80.0,300.0,3rd quarter 2014,Not yet,11000000
6235,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,1,1K,20,2002,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2014,Unknown,13000000
6236,Residential Land(Land and Building),Toshima Ward,Nagasaki,Higashinagasaki,10,Unknown,110,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,Unknown,60000000
6237,Residential Land(Land and Building),Toshima Ward,Nagasaki,Higashinagasaki,5,Unknown,120,2002.0,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,2nd quarter 2014,Unknown,54000000
6238,Residential Land(Land and Building),Toshima Ward,Nagasaki,Higashinagasaki,11,Unknown,185,1981,"RC, W",House,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2014,Unknown,82000000
6239,Residential Land(Land Only),Toshima Ward,Nagasaki,Higashinagasaki,10,Unknown,220,2002.0,Unknown,Other,Category I Exclusively Low-story Residential Zone,60.0,150.0,2nd quarter 2014,Unknown,78000000
6240,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,4,2DK,35,1991,RC,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2014,Not yet,15000000
6241,Residential Land(Land and Building),Toshima Ward,Nagasaki,Higashinagasaki,10,Unknown,35,1973,W,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,6500000
6242,Residential Land(Land Only),Toshima Ward,Nagasaki,Higashinagasaki,4,Unknown,155,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Unknown,82000000
6243,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,2,2DK,50,1971,SRC,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2014,Done,23000000
6244,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,10,1K,20,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2014,Unknown,14000000
6245,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,6,1K,15,1984,RC,House,Category I Exclusively Low-story Residential Zone,60.0,150.0,1st quarter 2014,Not yet,6000000
6246,"Pre-owned Condominiums, etc.",Toshima Ward,Nagasaki,Higashinagasaki,3,3LDK,60,2007,RC,House,Commercial Zone,80.0,400.0,1st quarter 2014,Not yet,32000000
6247,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Ikebukuro,11,Unknown,70,1991,"RC, W",House,Category I Exclusively Medium-high Residential Zone,50.0,300.0,4th quarter 2014,Unknown,30000000
6248,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,5,1DK,35,1998,SRC,House,Commercial Zone,80.0,600.0,4th quarter 2014,Not yet,24000000
6249,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,6,3LDK,90,2004,RC,House,Commercial Zone,80.0,600.0,4th quarter 2014,Not yet,95000000
6250,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,13,1K,20,2009,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Unknown,17000000
6251,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,8,2LDK,70,2005,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Not yet,55000000
6252,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,6,2LDK,65,2004,RC,House,Commercial Zone,80.0,600.0,4th quarter 2014,Not yet,59000000
6253,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,6,2LDK,70,2004,RC,House,Commercial Zone,80.0,600.0,4th quarter 2014,Not yet,68000000
6254,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Ikebukuro,4,Unknown,140,1985,SRC,"Office, Shop",Commercial Zone,80.0,800.0,3rd quarter 2014,Unknown,530000000
6255,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,6,1K,20,2003,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Done,19000000
6256,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,7,1LDK,40,1978,SRC,House,Commercial Zone,80.0,800.0,3rd quarter 2014,Done,23000000
6258,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,6,2LDK,75,2004,RC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Not yet,72000000
6259,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Ikebukuro,1,Unknown,35,1981,RC,"House, Shop",Commercial Zone,80.0,900.0,2nd quarter 2014,Unknown,75000000
6260,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Ikebukuro,11,Unknown,65,1977,W,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2014,Unknown,29000000
6261,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Ikebukuro,6,Unknown,65,2003,W,House,Category I Residential Zone,60.0,300.0,2nd quarter 2014,Unknown,63000000
6262,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Ikebukuro,9,Unknown,320,1971,SRC,"Housing Complex, Office, Parking Lot",Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2014,Unknown,400000000
6263,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,11,1K,20,2004,RC,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2014,Unknown,18000000
6264,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,8,1K,30,1976,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Done,18000000
6265,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,2,1K,25,1978,SRC,House,Commercial Zone,80.0,800.0,2nd quarter 2014,Not yet,14000000
6266,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,5,1K,25,1998,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Done,17000000
6267,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,6,1K,20,2003,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Not yet,17000000
6268,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Ikebukuro,12,Unknown,50,1978,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,26000000
6269,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,9,3LDK,70,2006,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Not yet,60000000
6270,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,6,2LDK,70,2004,RC,House,Commercial Zone,80.0,600.0,1st quarter 2014,Not yet,62000000
6271,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Ikebukuro,9,3LDK,70,2006,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,60000000
6272,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Kanamecho,1,Unknown,210,1954,W,House,Category I Residential Zone,60.0,300.0,3rd quarter 2014,Unknown,130000000
6273,Residential Land(Land Only),Toshima Ward,Nishiikebukuro,Kanamecho,8,Unknown,95,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2014,Unknown,52000000
6274,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Kanamecho,3,1K,20,1995,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Done,15000000
6275,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Kanamecho,2,Unknown,60,2002.0,RC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Unknown,54000000
6276,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Kanamecho,1,Unknown,45,1972,W,Housing Complex,Category I Residential Zone,60.0,400.0,2nd quarter 2014,Unknown,20000000
6277,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Kanamecho,7,Unknown,35,1973,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2014,Unknown,17000000
6278,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Kanamecho,4,3LDK,60,1998,SRC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2014,Not yet,43000000
6279,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Kanamecho,6,Unknown,1100,1990,RC,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,810000000
6280,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Kanamecho,8,3LDK,55,1999,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Done,35000000
6281,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Shiinamachi,9,Unknown,45,2002.0,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Unknown,54000000
6282,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Shiinamachi,9,Unknown,115,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Unknown,45000000
6283,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Shiinamachi,4,2LDK,55,1997,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Done,41000000
6284,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Shiinamachi,4,1K,20,1998,SRC,House,Commercial Zone,80.0,400.0,4th quarter 2014,Not yet,16000000
6285,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Shiinamachi,6,Unknown,70,1967,W,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,500.0,3rd quarter 2014,Unknown,16000000
6286,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Shiinamachi,4,3LDK,70,2002,SRC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2014,Not yet,45000000
6287,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Shiinamachi,4,1K,20,1998,SRC,House,Commercial Zone,80.0,400.0,3rd quarter 2014,Not yet,12000000
6288,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Shiinamachi,2,1K,20,2002.0,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2014,Not yet,23000000
6289,Residential Land(Land and Building),Toshima Ward,Nishiikebukuro,Shiinamachi,9,Unknown,45,1978,W,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,500.0,2nd quarter 2014,Unknown,22000000
6290,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Shiinamachi,3,1K,15,1988,SRC,House,Commercial Zone,80.0,400.0,2nd quarter 2014,Not yet,7600000
6291,Residential Land(Land Only),Toshima Ward,Nishiikebukuro,Shiinamachi,10,Unknown,60,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,48000000
6292,Residential Land(Land Only),Toshima Ward,Nishiikebukuro,Mejiro,8,Unknown,45,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Unknown,43000000
6293,"Pre-owned Condominiums, etc.",Toshima Ward,Nishiikebukuro,Mejiro,9,1DK,30,2002.0,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Not yet,25000000
6294,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Otsuka (Tokyo),11,2LDK,50,1978,SRC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Done,28000000
6295,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Otsuka (Tokyo),11,Unknown,35,1964,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2014,Unknown,17000000
6297,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Otsuka (Tokyo),11,Unknown,135,1963,W,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,500.0,2nd quarter 2014,Unknown,20000000
6298,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Otsuka (Tokyo),7,Unknown,90,1968,W,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2014,Unknown,8000000
6299,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Otsuka (Tokyo),10,Unknown,65,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,34000000
6300,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Otsuka (Tokyo),10,Unknown,165,2014,RC,Housing Complex,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2014,Unknown,280000000
6301,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Otsuka (Tokyo),12,1K,20,2009,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,200.0,1st quarter 2014,Not yet,13000000
6302,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Otsuka (Tokyo),11,2DK,50,1978,SRC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,20000000
6303,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Otsuka (Tokyo),11,3LDK,55,1978,SRC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,20000000
6304,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Sugamoshinden,2,Unknown,50,1992,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,10000000
6305,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,9,Unknown,55,2015,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Unknown,46000000
6306,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,7,Unknown,65,2014,W,House,Category I Residential Zone,60.0,300.0,4th quarter 2014,Unknown,50000000
6307,Residential Land(Land Only),Toshima Ward,Nishisugamo,Nishisugamo,9,Unknown,70,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,500.0,4th quarter 2014,Unknown,31000000
6308,Residential Land(Land Only),Toshima Ward,Nishisugamo,Nishisugamo,11,Unknown,120,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Unknown,100000000
6309,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,10,1DK,20,1999,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Not yet,13000000
6310,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,3,1K,25,2004,S,House,Commercial Zone,80.0,500.0,4th quarter 2014,Unknown,16000000
6311,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,1,1K,20,2002,SRC,House,Commercial Zone,80.0,500.0,4th quarter 2014,Not yet,16000000
6312,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,11,Unknown,60,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2014,Unknown,55000000
